return_id,order_id,return_date,return_reason,refund_amount,refund_processed_days
552,37317,2024-04-03,Damaged,372.7,3
553,46644,2024-01-15,Not as Expected,5439.83,1
554,35972,2024-01-28,Not as Expected,6135.43,1
555,15396,2024-07-24,Wrong Product,2079.29,5
556,45885,2024-11-21,Size Issue,3545.15,2
557,39760,2024-09-17,Wrong Product,3788.47,1
558,24390,2024-09-10,Wrong Product,3615.0,3
559,779,2024-02-20,Late Delivery,7339.19,2
560,6259,2024-09-24,Not as Expected,4969.61,1
561,3078,2024-03-27,Damaged,2253.07,9
562,19709,2024-07-28,Wrong Product,6687.11,1
563,26026,2024-04-02,Late Delivery,5914.02,4
564,40805,2024-12-21,Not as Expected,7511.02,8
565,9061,2024-04-13,Size Issue,5860.34,5
566,4450,2024-02-18,Not as Expected,3754.81,4
567,48163,2024-02-10,Damaged,527.82,9
568,49702,2024-01-23,Damaged,3419.91,6
569,2737,2024-12-26,Not as Expected,6418.16,9
570,12862,2024-08-22,Damaged,4844.48,2
571,47700,2024-09-28,Wrong Product,6266.06,8
572,34338,2024-06-12,Damaged,6247.73,6
573,5675,2024-12-16,Not as Expected,820.2,9
574,36482,2024-01-20,Size Issue,3583.78,6
575,12175,2024-02-05,Not as Expected,2352.18,9
576,34493,2024-08-14,Damaged,5694.79,6
577,19129,2024-12-04,Size Issue,967.54,2
578,48731,2024-08-01,Size Issue,6770.64,3
579,11706,2024-10-30,Late Delivery,5707.99,1
580,11875,2024-08-28,Size Issue,3869.83,6
581,44530,2024-09-20,Damaged,808.15,9
582,25685,2024-08-12,Not as Expected,4694.71,7
583,1227,2024-04-23,Damaged,3203.14,8
584,6232,2024-01-16,Late Delivery,3064.32,1
585,11320,2024-05-18,Wrong Product,3199.97,3
586,2473,2024-04-12,Wrong Product,1439.8,9
587,37564,2024-12-01,Not as Expected,4737.25,9
588,16557,2024-12-20,Not as Expected,5613.78,9
589,28537,2024-05-06,Late Delivery,2491.76,7
590,43077,2024-10-22,Late Delivery,5029.68,8
591,45937,2024-04-30,Wrong Product,1820.71,1
592,35476,2024-07-12,Not as Expected,4065.16,3
593,6275,2024-07-07,Late Delivery,1520.26,7
594,2451,2025-01-02,Not as Expected,5323.44,7
595,32437,2024-05-16,Damaged,5090.3,5
596,44210,2024-07-23,Damaged,7714.43,9
597,32909,2024-05-12,Size Issue,7946.64,3
598,42490,2024-11-07,Size Issue,5141.51,3
599,32345,2024-12-14,Damaged,6550.61,3
600,34476,2024-03-21,Wrong Product,5837.85,4
601,25891,2024-11-22,Late Delivery,2772.91,9
602,40791,2024-05-24,Not as Expected,6934.82,5
603,32342,2024-05-05,Not as Expected,3451.63,1
604,18201,2024-09-05,Size Issue,6192.16,3
605,29567,2024-02-26,Size Issue,2506.19,2
606,36469,2024-10-13,Wrong Product,3119.04,6
607,11023,2024-07-25,Wrong Product,1870.65,3
608,39987,2024-10-02,Size Issue,1273.03,7
609,20948,2024-07-31,Damaged,519.03,4
610,35412,2024-11-18,Damaged,1625.74,3
611,32063,2024-03-07,Size Issue,1968.74,1
612,31996,2024-08-08,Damaged,3485.29,9
613,34815,2024-10-28,Wrong Product,7068.38,9
614,28876,2024-09-09,Late Delivery,7086.26,2
615,27884,2024-07-08,Late Delivery,3263.34,5
616,18534,2024-10-02,Late Delivery,5787.31,5
617,25063,2024-12-23,Size Issue,4941.62,8
618,14071,2024-05-15,Not as Expected,6477.72,1
619,23309,2025-01-10,Not as Expected,5110.25,4
620,12939,2024-09-13,Not as Expected,2008.07,6
621,31519,2024-11-19,Not as Expected,3570.73,2
622,48516,2024-06-24,Wrong Product,4369.52,2
623,37338,2024-01-26,Size Issue,4394.09,4
624,21525,2024-10-24,Size Issue,7933.06,4
625,6567,2024-07-01,Size Issue,2272.42,4
626,26772,2024-09-08,Size Issue,2376.81,2
627,38857,2024-04-15,Size Issue,3139.15,4
628,41876,2024-03-23,Not as Expected,2963.72,5
629,15627,2024-05-28,Not as Expected,3407.57,9
630,12153,2024-08-29,Size Issue,5925.67,1
631,21449,2024-07-08,Size Issue,3045.99,3
632,38515,2024-03-04,Late Delivery,2164.17,3
633,7922,2024-04-17,Not as Expected,1723.72,1
634,759,2024-10-26,Damaged,917.45,1
635,47770,2024-03-14,Wrong Product,5072.01,3
636,31684,2024-06-19,Wrong Product,1589.83,7
637,32065,2024-08-07,Damaged,2181.18,8
638,47928,2024-07-15,Not as Expected,5381.21,6
639,39945,2024-01-21,Size Issue,1915.86,7
640,25479,2024-04-10,Damaged,3640.17,7
641,21083,2024-12-19,Late Delivery,6674.0,9
642,17082,2024-08-12,Late Delivery,1293.75,1
643,35859,2024-11-30,Wrong Product,687.74,1
644,39806,2024-05-14,Not as Expected,607.03,3
645,45979,2024-10-02,Wrong Product,1328.48,9
646,13812,2024-10-27,Size Issue,3291.44,9
647,16301,2024-12-02,Wrong Product,5998.8,5
648,42815,2024-11-04,Late Delivery,4118.41,9
649,34889,2024-07-01,Not as Expected,859.02,2
650,48454,2024-11-20,Wrong Product,1031.77,9
651,35400,2024-02-24,Damaged,3545.23,8
652,45151,2024-03-04,Late Delivery,4087.61,9
653,16045,2024-06-05,Wrong Product,1993.39,9
654,15103,2024-11-02,Wrong Product,482.08,2
655,6340,2024-03-23,Wrong Product,3601.36,7
656,15652,2024-02-26,Damaged,6318.22,2
657,44149,2024-05-26,Late Delivery,2534.94,9
658,37908,2024-12-07,Not as Expected,3006.86,5
659,18293,2024-08-23,Not as Expected,1629.08,5
660,20524,2024-07-09,Size Issue,4039.06,8
661,29659,2024-11-29,Late Delivery,2974.18,4
662,30291,2024-02-25,Late Delivery,2065.29,8
663,1521,2024-04-26,Damaged,4609.66,4
664,27516,2024-10-10,Wrong Product,5567.57,2
665,47788,2024-04-30,Wrong Product,1251.81,8
666,39936,2024-03-14,Not as Expected,3610.85,8
667,34380,2025-01-04,Damaged,839.99,9
668,5686,2024-03-30,Late Delivery,7105.9,8
669,37503,2024-04-07,Damaged,1322.06,2
670,26183,2024-06-15,Size Issue,2043.02,9
671,26907,2024-06-13,Not as Expected,2595.49,5
672,28074,2024-12-21,Size Issue,1633.66,9
673,22728,2025-01-01,Damaged,909.9,7
674,6214,2024-12-03,Not as Expected,3270.18,2
675,10661,2024-05-05,Not as Expected,3771.32,1
676,19995,2024-06-02,Late Delivery,3835.95,4
677,6144,2024-05-21,Damaged,6557.87,4
678,6802,2024-05-15,Size Issue,6034.84,6
679,8844,2024-05-14,Size Issue,1343.78,2
680,2231,2024-12-25,Size Issue,3941.43,1
681,9986,2024-03-24,Wrong Product,601.5,3
682,37983,2024-02-03,Late Delivery,1856.13,1
683,45320,2024-02-05,Late Delivery,4273.13,9
684,49043,2024-12-15,Late Delivery,7167.8,4
685,48719,2024-01-16,Late Delivery,1250.23,3
686,31957,2024-12-25,Size Issue,4654.13,5
687,40436,2024-12-02,Late Delivery,1986.49,4
688,9145,2024-01-29,Late Delivery,2021.89,9
689,37412,2024-03-21,Size Issue,6199.34,3
690,10353,2024-05-09,Size Issue,6951.35,9
691,12430,2024-01-12,Wrong Product,2181.41,9
692,17327,2024-02-27,Size Issue,1998.87,9
693,45095,2024-09-06,Late Delivery,2134.83,6
694,2917,2024-04-30,Late Delivery,6334.34,9
695,49298,2024-03-14,Not as Expected,2937.99,7
696,18031,2024-01-20,Size Issue,4648.56,2
697,27020,2024-03-24,Damaged,6563.08,8
698,24208,2024-06-23,Not as Expected,5805.77,2
699,45340,2024-03-11,Size Issue,1331.66,1
700,33905,2024-07-10,Late Delivery,1139.67,1
701,5724,2024-06-03,Late Delivery,6059.52,5
702,25791,2024-12-07,Size Issue,5152.53,9
703,19858,2024-07-20,Size Issue,2312.9,4
704,12593,2024-08-05,Damaged,1348.51,4
705,27519,2024-03-28,Not as Expected,480.11,5
706,40410,2024-11-22,Size Issue,7515.15,2
707,11193,2024-09-08,Damaged,5434.52,5
708,24900,2024-06-05,Size Issue,1501.53,2
709,30522,2024-03-26,Not as Expected,2595.37,6
710,27310,2024-12-07,Late Delivery,4603.74,4
711,41877,2024-05-02,Late Delivery,2012.72,8
712,44695,2024-05-01,Damaged,6146.25,8
713,28779,2024-08-01,Late Delivery,7005.54,1
714,18313,2024-05-27,Not as Expected,7843.13,6
715,42098,2024-11-24,Size Issue,3359.39,2
716,34640,2024-01-24,Wrong Product,1396.31,9
717,25336,2024-05-01,Size Issue,4099.53,7
718,36065,2024-12-20,Size Issue,2557.19,7
719,10337,2024-07-03,Size Issue,1908.72,5
720,43277,2024-06-23,Not as Expected,3821.23,6
721,46171,2024-03-15,Size Issue,5901.54,2
722,13398,2024-08-05,Late Delivery,2664.19,6
723,14041,2024-07-16,Wrong Product,3216.74,8
724,42966,2024-12-19,Wrong Product,1389.25,1
725,42108,2024-04-20,Damaged,405.98,7
726,46717,2024-09-25,Not as Expected,797.53,4
727,15017,2024-09-19,Not as Expected,3892.12,8
728,31535,2024-10-19,Damaged,4322.45,3
729,8245,2024-06-12,Wrong Product,5122.36,1
730,14706,2024-09-04,Wrong Product,3499.75,2
731,45527,2024-02-26,Not as Expected,5084.49,9
732,42648,2024-03-19,Not as Expected,1429.92,9
733,5015,2024-06-05,Damaged,2658.51,1
734,26254,2024-09-15,Size Issue,656.16,5
735,28110,2024-04-12,Damaged,595.24,5
736,49007,2024-12-04,Size Issue,423.51,2
737,38488,2024-08-06,Wrong Product,7306.39,9
738,27974,2024-10-24,Damaged,3642.33,4
739,8982,2024-09-23,Wrong Product,2324.84,5
740,19154,2024-12-12,Damaged,3610.72,1
741,36024,2024-10-16,Size Issue,5979.51,4
742,48114,2024-01-18,Not as Expected,1613.76,2
743,38664,2024-02-07,Late Delivery,2939.0,6
744,6294,2024-11-22,Size Issue,843.16,7
745,13103,2024-01-26,Damaged,4859.32,9
746,42765,2024-09-21,Wrong Product,6250.97,5
747,33534,2024-02-07,Size Issue,5462.23,2
748,36573,2024-03-14,Not as Expected,4751.0,5
749,25698,2024-01-20,Damaged,4397.37,7
750,44363,2024-08-18,Wrong Product,2310.52,9
751,36200,2024-12-13,Damaged,1711.64,7
752,13835,2024-02-02,Wrong Product,1693.0,9
753,48356,2024-02-03,Damaged,6265.84,6
754,7047,2024-04-23,Late Delivery,4175.98,1
755,23598,2024-02-11,Not as Expected,5004.38,1
756,33805,2024-05-04,Late Delivery,1298.81,2
757,10675,2024-10-15,Not as Expected,2466.67,2
758,21684,2024-01-16,Damaged,5060.49,4
759,44349,2024-10-12,Not as Expected,3253.09,2
760,34212,2024-02-04,Late Delivery,4895.0,1
761,45071,2024-08-06,Damaged,6599.24,2
762,10245,2024-07-12,Size Issue,1442.97,1
763,36018,2024-05-01,Not as Expected,789.38,5
764,21557,2024-03-11,Size Issue,944.61,2
765,43518,2024-10-07,Late Delivery,872.13,4
766,27137,2024-07-21,Wrong Product,6737.63,6
767,40312,2024-07-24,Not as Expected,4487.18,2
768,16347,2024-02-10,Late Delivery,6661.38,8
769,5538,2024-11-09,Late Delivery,3383.2,8
770,3684,2024-04-19,Damaged,2026.02,3
771,13689,2024-11-09,Size Issue,4249.34,4
772,27289,2024-10-11,Wrong Product,5200.79,4
773,4520,2024-06-28,Wrong Product,7109.86,2
774,16321,2024-02-19,Wrong Product,5693.56,1
775,45010,2024-10-11,Size Issue,4609.09,6
776,41999,2024-12-03,Late Delivery,4669.33,4
777,4190,2024-11-14,Not as Expected,1292.83,1
778,15146,2024-02-11,Damaged,1153.51,3
779,35813,2024-03-03,Wrong Product,7567.55,9
780,45785,2024-10-15,Size Issue,4814.81,1
781,37204,2024-11-27,Damaged,3148.65,9
782,33947,2024-02-20,Damaged,4300.62,7
783,12601,2024-08-29,Wrong Product,3917.62,1
784,35403,2024-02-02,Not as Expected,4874.87,6
785,47287,2024-12-30,Late Delivery,3122.3,4
786,27194,2024-05-31,Damaged,1846.04,8
787,27800,2024-05-04,Damaged,5196.23,6
788,26682,2024-08-26,Not as Expected,1480.74,5
789,22004,2024-10-26,Wrong Product,1309.38,5
790,27100,2024-12-28,Size Issue,2534.0,5
791,37041,2024-03-03,Size Issue,4450.4,6
792,38789,2024-07-09,Wrong Product,4389.99,9
793,17576,2024-03-29,Not as Expected,4222.0,5
794,18692,2024-02-13,Late Delivery,3203.29,4
795,34462,2024-07-12,Late Delivery,8085.17,5
796,34884,2024-02-06,Damaged,1486.1,8
797,48420,2024-12-22,Wrong Product,1700.76,6
798,1695,2024-07-14,Size Issue,4532.05,8
799,18455,2024-11-27,Not as Expected,1024.39,9
800,22985,2024-10-05,Late Delivery,5090.98,1
801,9105,2024-03-24,Size Issue,7969.37,9
802,21558,2024-02-22,Size Issue,5172.79,1
803,10559,2024-08-16,Not as Expected,762.32,8
804,4718,2024-02-02,Late Delivery,5998.51,5
805,36076,2024-03-22,Not as Expected,3894.18,1
806,33038,2024-02-28,Late Delivery,3849.66,1
807,45185,2024-02-17,Wrong Product,3595.56,4
808,1712,2024-09-17,Size Issue,3915.34,7
809,11429,2024-07-19,Wrong Product,7050.89,6
810,87,2024-10-25,Not as Expected,4720.57,2
811,34082,2024-11-30,Size Issue,1872.87,3
812,42082,2024-12-20,Damaged,6744.45,4
813,35474,2024-11-13,Damaged,6269.54,4
814,3576,2024-11-25,Not as Expected,630.35,5
815,41722,2024-12-28,Late Delivery,5426.16,6
816,34738,2024-08-27,Damaged,2577.75,3
817,34488,2024-12-02,Wrong Product,5533.56,3
818,35723,2024-06-04,Damaged,6658.73,8
819,2663,2024-04-27,Damaged,2903.24,9
820,24094,2024-10-05,Damaged,6011.25,5
821,12340,2024-01-29,Size Issue,3254.91,4
822,24553,2024-01-20,Not as Expected,5963.63,3
823,27693,2024-07-16,Wrong Product,1227.02,2
824,46797,2024-07-08,Not as Expected,4361.94,2
825,30153,2024-07-24,Size Issue,3483.02,9
826,12249,2024-06-12,Damaged,4752.38,2
827,5955,2024-06-19,Wrong Product,290.08,3
828,33555,2024-02-12,Not as Expected,556.99,4
829,22950,2024-05-28,Late Delivery,909.81,8
830,30340,2024-06-08,Late Delivery,389.39,9
831,40412,2024-09-21,Damaged,4954.62,6
832,21462,2024-04-19,Wrong Product,5692.08,9
833,29940,2024-08-08,Wrong Product,2047.71,2
834,43865,2024-05-09,Size Issue,4113.13,2
835,38903,2024-05-15,Wrong Product,4615.97,4
836,31927,2024-07-21,Late Delivery,2084.78,2
837,38007,2024-03-14,Damaged,4451.69,5
838,21636,2024-07-10,Not as Expected,728.73,2
839,30456,2024-02-11,Not as Expected,7325.2,4
840,49137,2024-02-28,Not as Expected,985.64,5
841,19090,2024-09-15,Late Delivery,7313.31,9
842,29698,2024-05-31,Not as Expected,2775.06,5
843,2643,2024-05-31,Wrong Product,3206.29,4
844,39234,2024-08-06,Size Issue,7065.1,1
845,26483,2024-05-22,Size Issue,1689.45,1
846,43603,2024-10-04,Not as Expected,4804.74,3
847,49706,2024-04-10,Wrong Product,1045.65,6
848,29952,2024-04-20,Size Issue,2036.14,2
849,44278,2024-01-04,Not as Expected,1209.29,7
850,5188,2024-11-25,Wrong Product,3040.57,3
851,49880,2024-05-07,Damaged,4069.99,5
852,42248,2024-09-04,Wrong Product,4450.34,9
853,9009,2024-10-29,Wrong Product,6111.63,1
854,13122,2024-08-19,Late Delivery,1454.99,9
855,8909,2024-10-23,Size Issue,5764.35,3
856,11213,2024-04-14,Not as Expected,6410.18,2
857,36702,2024-04-30,Damaged,574.66,1
858,36918,2024-09-02,Not as Expected,3752.05,9
859,10355,2024-04-30,Late Delivery,2745.24,5
860,22737,2024-03-15,Damaged,2631.7,1
861,22178,2024-05-10,Size Issue,5364.26,9
862,36452,2024-04-24,Late Delivery,6846.36,6
863,16552,2024-05-26,Size Issue,5741.71,9
864,25886,2024-10-02,Late Delivery,3185.82,5
865,13106,2024-08-22,Size Issue,4334.45,1
866,32762,2024-08-28,Wrong Product,1972.75,3
867,19348,2024-07-29,Damaged,1096.81,7
868,47061,2024-04-24,Not as Expected,6979.96,7
869,36641,2025-01-05,Wrong Product,3847.9,8
870,5309,2024-04-10,Wrong Product,5867.85,7
871,4130,2024-07-23,Not as Expected,4456.45,1
872,23187,2024-08-25,Not as Expected,3195.15,1
873,8316,2024-10-15,Size Issue,592.35,2
874,28444,2024-03-06,Not as Expected,348.61,2
875,48074,2024-01-19,Size Issue,1155.49,3
876,41439,2024-05-21,Late Delivery,2048.26,3
877,24171,2024-07-26,Wrong Product,5767.34,7
878,18335,2024-12-29,Wrong Product,4601.49,1
879,26180,2024-11-27,Not as Expected,6757.87,1
880,21761,2024-04-01,Late Delivery,2253.48,8
881,1358,2024-05-17,Damaged,5484.97,4
882,7209,2024-05-11,Not as Expected,4805.86,5
883,30025,2024-12-18,Not as Expected,809.01,2
884,35745,2024-04-12,Late Delivery,3864.6,4
885,44244,2024-03-22,Late Delivery,2813.13,1
886,47492,2024-09-20,Late Delivery,3420.97,2
887,35118,2024-07-17,Size Issue,7153.94,1
888,32554,2024-06-24,Damaged,715.37,7
889,35160,2024-08-08,Size Issue,2553.07,5
890,20000,2024-08-13,Damaged,7812.59,5
891,49371,2024-06-27,Late Delivery,4395.17,3
892,3130,2024-02-17,Wrong Product,3868.33,3
893,40827,2024-06-03,Damaged,3903.81,9
894,12667,2024-06-13,Damaged,3692.75,4
895,22170,2024-08-25,Size Issue,2070.99,1
896,16972,2024-05-26,Wrong Product,4956.22,8
897,6998,2024-06-15,Wrong Product,2357.23,1
898,29152,2024-09-07,Size Issue,1398.94,8
899,26319,2024-03-02,Not as Expected,1774.13,1
900,37276,2024-09-11,Wrong Product,2106.39,1
901,29407,2024-03-14,Not as Expected,1824.98,3
902,39018,2024-03-15,Size Issue,3227.69,4
903,18029,2024-01-13,Damaged,685.24,3
904,35656,2024-11-07,Not as Expected,3152.38,5
905,22382,2024-11-17,Size Issue,1699.44,9
906,45765,2024-08-31,Late Delivery,4320.92,9
907,42525,2025-01-07,Damaged,4940.48,4
908,24889,2024-05-17,Damaged,688.5,2
909,26615,2024-10-31,Size Issue,2398.61,5
910,33272,2024-02-02,Not as Expected,5690.68,6
911,3253,2024-08-22,Wrong Product,2288.21,6
912,42784,2024-10-30,Damaged,3996.94,6
913,8186,2024-01-13,Wrong Product,343.16,1
914,14967,2024-12-20,Size Issue,3105.82,5
915,4131,2024-07-30,Size Issue,6254.17,1
916,44337,2024-02-01,Wrong Product,5351.71,5
917,41133,2024-08-10,Damaged,1000.34,7
918,5546,2024-01-13,Damaged,649.94,6
919,45201,2024-02-21,Size Issue,7008.3,9
920,38691,2025-01-08,Wrong Product,2934.02,2
921,14656,2024-07-22,Wrong Product,1783.18,2
922,16887,2024-11-08,Wrong Product,3385.34,5
923,26628,2024-09-09,Late Delivery,1456.69,8
924,23174,2024-05-17,Late Delivery,3057.57,4
925,16733,2024-08-26,Size Issue,570.21,4
926,28261,2024-01-12,Not as Expected,2493.23,3
927,47777,2024-06-30,Not as Expected,3501.34,5
928,47229,2024-08-01,Size Issue,624.14,7
929,43476,2024-02-25,Wrong Product,2374.82,4
930,46343,2024-03-25,Not as Expected,266.69,4
931,15368,2024-10-21,Size Issue,964.84,9
932,6227,2024-08-05,Not as Expected,5905.64,9
933,20986,2024-02-06,Wrong Product,1650.29,9
934,46624,2024-11-14,Damaged,4042.18,3
935,14841,2024-02-02,Not as Expected,2457.42,2
936,15196,2024-11-11,Size Issue,2305.27,4
937,31764,2024-09-09,Wrong Product,1242.48,4
938,45099,2024-03-15,Damaged,2679.45,3
939,23646,2024-09-11,Size Issue,7162.61,5
940,9051,2024-09-02,Size Issue,4746.73,2
941,15074,2024-11-15,Size Issue,4436.75,3
942,31634,2024-10-22,Size Issue,4882.22,6
943,25992,2024-02-21,Late Delivery,6735.65,4
944,32178,2024-02-22,Damaged,1334.57,1
945,48777,2024-10-06,Late Delivery,4054.5,9
946,42481,2024-01-18,Late Delivery,4433.0,7
947,8179,2024-03-13,Late Delivery,4632.45,1
948,47452,2024-04-04,Late Delivery,967.07,4
949,37033,2024-03-24,Wrong Product,4184.63,2
950,25724,2024-08-17,Wrong Product,2490.83,8
951,45449,2024-10-22,Size Issue,4158.73,7
952,3249,2024-05-31,Wrong Product,5937.13,6
953,27551,2024-02-16,Not as Expected,3027.93,2
954,9852,2024-09-27,Size Issue,5401.14,8
955,15110,2024-05-15,Damaged,3596.69,5
956,12789,2024-08-22,Wrong Product,1296.96,7
957,40418,2024-09-07,Wrong Product,3693.2,3
958,64,2024-08-30,Damaged,3234.72,8
959,48080,2024-03-18,Size Issue,2475.03,3
960,7713,2024-02-29,Wrong Product,1185.98,9
961,17732,2024-03-12,Wrong Product,3740.09,1
962,8094,2025-01-01,Size Issue,4174.5,7
963,10271,2024-09-12,Not as Expected,3338.89,6
964,42672,2024-12-06,Damaged,4684.01,6
965,25827,2024-12-15,Wrong Product,3937.02,1
966,43176,2024-08-28,Damaged,2498.26,5
967,11851,2024-09-29,Size Issue,2261.15,3
968,42355,2024-02-18,Wrong Product,4879.94,2
969,37013,2024-02-19,Wrong Product,5523.72,6
970,22214,2024-11-12,Late Delivery,3372.44,9
971,13839,2024-05-27,Size Issue,5309.71,5
972,49849,2025-01-13,Not as Expected,4053.36,7
973,34259,2024-09-19,Late Delivery,7387.9,5
974,4218,2024-11-16,Not as Expected,5975.6,2
975,34350,2024-03-03,Not as Expected,5610.47,2
976,7535,2024-09-12,Late Delivery,1286.73,5
977,42931,2024-09-12,Not as Expected,2530.29,1
978,32098,2024-08-28,Size Issue,4632.62,7
979,33025,2025-01-07,Size Issue,677.43,3
980,5450,2024-01-24,Not as Expected,3893.87,2
981,23369,2024-06-19,Late Delivery,1828.33,3
982,14430,2024-03-22,Size Issue,5522.03,8
983,44872,2024-07-06,Not as Expected,1195.86,8
984,19651,2024-10-15,Damaged,3417.95,6
985,14988,2024-05-08,Wrong Product,4580.46,7
986,42328,2024-10-23,Damaged,268.02,7
987,2618,2024-06-27,Late Delivery,5502.58,7
988,47264,2024-07-30,Size Issue,3127.44,5
989,7702,2024-12-05,Damaged,797.32,3
990,4921,2024-05-25,Not as Expected,622.34,6
991,7158,2024-03-27,Size Issue,1669.38,7
992,27640,2025-01-03,Wrong Product,3898.11,5
993,23736,2024-04-21,Not as Expected,3954.78,8
994,33076,2024-01-29,Damaged,498.85,7
995,46122,2024-07-08,Damaged,5514.08,3
996,4856,2024-04-08,Not as Expected,1260.23,4
997,23072,2024-03-29,Wrong Product,6023.15,7
998,32755,2024-12-05,Late Delivery,1698.07,2
999,1892,2024-10-04,Wrong Product,3085.13,5
1000,44661,2024-05-26,Late Delivery,5939.09,6
1001,30614,2024-06-19,Late Delivery,5829.84,3
1002,49531,2024-05-14,Late Delivery,5546.47,7
1003,20193,2024-08-02,Wrong Product,607.58,3
1004,36,2024-10-28,Late Delivery,7262.42,8
1005,9677,2024-10-06,Late Delivery,4595.03,8
1006,17818,2024-10-16,Damaged,6622.35,7
1007,4073,2024-07-19,Not as Expected,2709.37,2
1008,45916,2024-10-31,Size Issue,5034.56,4
1009,49598,2024-03-04,Damaged,6398.54,9
1010,23468,2024-02-04,Damaged,5533.73,9
1011,42817,2024-12-15,Not as Expected,3906.26,2
1012,48475,2024-02-09,Wrong Product,904.12,2
1013,47543,2024-04-05,Size Issue,1636.06,1
1014,5967,2024-10-04,Late Delivery,1875.84,2
1015,40758,2024-06-29,Late Delivery,7112.48,2
1016,15412,2024-04-28,Size Issue,1167.69,9
1017,24436,2024-03-31,Size Issue,3243.56,3
1018,38104,2024-10-04,Damaged,279.06,8
1019,21638,2024-04-26,Not as Expected,479.26,8
1020,42520,2024-08-11,Size Issue,2069.15,6
1021,37159,2024-07-29,Not as Expected,1826.07,3
1022,16191,2024-11-06,Not as Expected,338.15,8
1023,10375,2024-04-23,Damaged,865.13,6
1024,32682,2024-05-20,Size Issue,4041.12,5
1025,43254,2024-06-26,Wrong Product,931.48,8
1026,12960,2024-11-22,Wrong Product,4459.25,8
1027,32978,2024-02-14,Late Delivery,702.36,6
1028,22736,2024-11-03,Damaged,864.12,7
1029,19505,2024-07-22,Size Issue,5837.68,6
1030,17052,2024-03-08,Not as Expected,4994.3,8
1031,38263,2024-07-08,Wrong Product,3214.08,3
1032,39422,2024-09-07,Late Delivery,5344.34,4
1033,26905,2024-03-09,Size Issue,3453.97,8
1034,42112,2024-06-19,Not as Expected,3196.71,2
1035,28725,2024-06-16,Wrong Product,3560.14,6
1036,45625,2024-05-29,Damaged,1775.77,2
1037,27897,2024-02-21,Not as Expected,3998.66,7
1038,32193,2024-08-10,Wrong Product,1213.93,9
1039,7287,2024-01-14,Late Delivery,4231.91,5
1040,36112,2024-04-07,Late Delivery,779.2,7
1041,30656,2024-09-21,Not as Expected,6520.98,5
